"","address","lon","lat"
"414","TANEYTOWN POLICE DEPT",-77.1745827,39.6576277
"415","UNIV OF MD COLLEGE PARK POLICE",-76.9383545,38.9723398
"416","UPPER MARLBORO POLICE",-75.4577041,40.3421314
"417","US DOJ ATF BELTSVILLE",-76.9074739,39.0348317
"418","US SECRET SERVICE ROWLEY TNG CTR",NA,NA
"419","WICOMICO COUNTY SHERIFF DEPT",-75.5800205,38.4092005
"420","WORCESTER COUNTY SHERIFF DEPT",-71.8005921,42.2687497
"421","ANDROSCOGGIN COUNTY SHERIFF",-70.2267185,44.0978351
"422","AROOSTOOK COUNTY SHERIFF DEPT",-67.8381168,46.1235943
"423","ASHLAND POLICE DEPT",-85.835495,33.27469
"424","BANGOR POLICE DEPT",-68.7729329,44.7971729
"425","BERWICK POLICE DEPT",-70.86216,43.269257
"426","BOSTON AND MAINE RAILROAD POLICE",-71.0588801,42.3600825
"427","CALAIS POLICE DEPT",-67.2920592,45.1690314
"428","CAPE ELIZABETH POLICE DEPT",-70.2277096,43.5944118
"429","CARIBOU POLICE DEPT",-68.0110894,46.8602797
"430","CUMBERLAND COUNTY SHERIFF DEPT",-88.2458031,39.2722897
"431","DIXFIELD POLICE DEPT",-70.4563367,44.5313932
"432","EAST MILLINOCKET POLICE DEPT",-68.7088259,45.6564919
"433","ELIOT POLICE DEPT",-70.7903018,43.1241842
"434","ELLSWORTH POLICE DEPT",-68.4242485,44.5425651
"435","FARMINGTON POLICE DEPARTMENT",-93.1756509,44.6664917
"436","FORT FAIRFIELD POLICE DEPT",-67.8360738,46.7705439
"437","FRYE ISLAND POLICE DEPT",-70.468437,43.9015631
"438","FRYEBURG POLICE DEPT",-70.9667497,44.0195572
"439","GARDINER POLICE DEPT",-69.772143,44.228566
"440","HOULTON POLICE DEPT",-67.8317968,46.1244827
"441","JAY POLICE DEPT",-94.7968797,36.4245776
"442","KENNEBEC COUNTY SHERIFF DEPT",-69.7778558,44.313311
"443","LIMESTONE POLICE DEPT",-67.8262163,46.9060458
"444","MADAWASKA POLICE DEPT",-68.3210013,47.3552654
"445","ME CORRECTIONAL CENTER",-69.2180729,44.0676841
"446","ME DEPT OF INLAND FISHERIES",-67.7754,45.1786
"447","ME DIVISION OF FOREST PROTECTION",-69.6646998,44.3405129
"448","ME STATE POLICE",-70.35258,43.9295172
"449","MEXICO POLICE DEPT",-91.8813414,39.1741952
"450","MOUNT DESERT POLICE DEPT",-68.2878694,44.2944324
"451","OLD ORCHARD BEACH POLICE DEPT",-70.3918474,43.5142831
"452","OLD TOWN POLICE DEPT",-68.6485376,44.9360079
"453","ORONO POLICE DEPT",-93.5923277,44.9903709
"454","OXFORD COUNTY SHERIFF DEPT",-80.7214417,43.184007
"455","PENOBSCOT COUNTY SHERIFF DEPT",-68.5806727,45.3230777
"456","PISCATAQUIS COUNTY SHERIFF DEPT",-69.3375071,45.7049857
"457","PRESQUE ISLE POLICE DEPT",-68.0078873,46.6887674
"458","RANGELEY POLICE DEPT",-68.661342,44.898215
"459","RUMFORD POLICE DEPT",-70.5465281,44.5466441
"460","SACO POLICE DEPT",-70.447495,43.4978088
"461","SAGADAHOC COUNTY SHERIFF DEPT",-69.7825531,43.8171265
"462","SCARBOROUGH POLICE DEPT",-0.4083441,54.2819287
"463","SEARSPORT POLICE DEPT",-68.9235404,44.4597493
"464","SKOWHEGAN POLICE DEPT",-69.716065,44.7665508
"465","SOUTH BERWICK POLICE DEPT",-70.8080992,43.2335371
"466","SOUTH PORTLAND POLICE DEPT",-70.2572146,43.6334065
"467","SWANS ISLAND POLICE DEPT",-68.4496296,44.1562767
"468","UNIV OF MAINE AT FARMINGTON",-70.1473614,44.6663725
"469","UNIV OF ME POLICE",-68.661342,44.898215
"470","UNIV OF SOUTHERN ME POLICE DEPT",NA,NA
"471","US DOJ DEA AUGUSTA",-82.0105148,33.4734978
"472","WALDO COUNTY SHERIFF DEPT",-69.2077895,44.5106837
"473","WESTBROOK POLICE DEPT",-72.4588478,41.2815197
"474","WINDHAM POLICE DEPT",-70.4151161,43.7793203
"475","YARMOUTH POLICE DEPT",-70.2447997,41.6687919
"476","YORK COUNTY SHERIFF DEPT",-97.5925666,40.8663576
"477","ADRIAN POLICE DEPT",-84.0345985,41.8984687
"478","AKRON POLICE DEPARTMENT",-81.5182683,41.0791281
"479","ALBION DEPT OF PUBLIC SAFETY",NA,NA
"480","ALCONA COUNTY SHERIFF DEPT",-83.2968199,44.6565319
"481","ALGER COUNTY SHERIFF DEPT",-86.6588284,46.4076008
"482","ALLEGAN CITY POLICE DEPT",-85.8523691,42.5281063
"483","ALLEGAN COUNTY SHERIFF DEPT",-85.8523691,42.5281063
"484","ALMONT POLICE DEPT",-83.0457134,42.9283276
"485","ALPENA COUNTY SHERIFF DEPT",-83.5405412,45.0317209
"486","ALPENA POLICE DEPT",-83.4375845,45.0663231
"487","ANN ARBOR POLICE DEPT",-83.7456297,42.2816767
"488","ANTRIM COUNTY SHERIFF DEPT",-85.2086807,44.9758762
"489","ARENAC COUNTYSHERIFF DEPT",-83.9565057,43.9835785
"490","ARGENTINE TOWNSHIP POLICE",-83.8685072,42.8361329
"491","ARMADA POLICE DEPT",-82.8829927,42.8449294
"492","BAD AXE POLICE DEPT",-82.9972878,43.8020063
"493","BANCROFT POLICE DEPT",-84.0652055,42.8757344
"494","BARAGA COUNTY SHERIFF DEPT",-88.3010401,46.7352761
"495","BARRY COUNTY SHERIFF DEPT",NA,NA
"496","BARRY TOWNSHIP POLICE DEPT",-85.4052345,42.4998885
"497","BATTLE CREEK POLICE DEPT",-85.1789409,42.3171167
"498","BENTON HARBOR DEPT OF PUBLIC SAFETY",-86.4541894,42.1167065
"499","BENZIE COUNTY SHERIFF DEPT",-86.0371264,44.645845
"500","BERRIEN SPRINGS ORONOKO POLICE DEPT",-86.3521426,41.9381669
"501","BIRCH RUN POLICE DEPT",-83.791314,43.249439
"502","BISHOP INTL AIRPORT POLICE",NA,NA
"503","BLACKMAN-LEONI TWP DPS",NA,NA
"504","BRIDGEPORT TOWNSHIP POLICE DEPT",-75.3429765,39.800294
"505","BRONSON POLICE DEPT",-85.1948463,41.8717788
"506","BUENA VISTA TOWNSHIP POLICE DEPT",NA,NA
"507","BURTON POLICE DEPARTMENT",-81.146439,41.471657
"508","CADILLAC POLICE DEPT",-85.4013597,44.2496422
"509","CAPITAL REGION AIRPORT AUTHORITY",-82.8839438,39.9980191
"510","CARLETON POLICE DEPT",-83.3917333,42.0591309
"511","CARO POLICE DEPT",-83.3960907,43.4884358
"512","CARROLLTON TOWNSHIP POLICE DEPT",-83.9391644,43.466588
"513","CASS COUNTY SHERIFF DEPT",-85.6572394,40.5587308
"514","CENTERLINE DEPT OF PUBLIC SAFETY",NA,NA
"515","CLARE COUNTY  SHERIFF DEPARTMENT",-84.8040658,44.0194781
"516","CLARE POLICE DEPT",-94.3446249,42.5876949
"517","CLAWSON POLICE DEPT",-83.1463166,42.5333682
"518","CLAY TOWNSHIP POLICE DEPT",-83.35428,41.529807
"519","CLAYTON TOWNSHIP POLICE DEPT",-83.8300578,43.000169
"520","CLIO CITY POLICE DEPT",NA,NA
"521","COLDWATER POLICE DEPT",-84.631285,40.479406
"522","COLEMAN POLICE DEPT",-82.1128629,28.6649924
"523","COLOMA TOWNSHIP POLICE DEPT",-86.2943692,42.2005941
"524","CONCORD POLICE DEPT",-80.5821918,35.4094376
"525","DEARBORN HEIGHTS POLICE DEPT",-83.2893199,42.2962233
"526","DEARBORN POLICE DEPT",-83.2002287,42.3136992
"527","DELTA COUNTY SHERIFF DEPT",-95.6896467,33.3746884
"528","DETROIT POLICE DEPT",-83.0582607,42.3301649
"529","DETROIT POLICE DEPT SRT",-83.0457538,42.331427
"530","DETROIT POLICE DEPT-TEMS TEAM",-83.0457538,42.331427
"531","DETROIT PUBLIC SCHOOLS POLICE DEPT",-82.956099,42.4649882
"532","DEWITT TOWNSHIP POLICE DEPT",-84.5533241,42.8270688
"533","DUNDEE POLICE DEPT",-81.8437235,27.8985712
"534","DURAND POLICE DEPT",-89.3359151,42.436907
"535","EAST LANSING POLICE",-84.4832206,42.737078
"536","EASTERN WAYNE CO REG RESP TEAM",NA,NA
"537","EASTPOINTE POLICE DEPT",-82.956099,42.4649882
"538","EATON COUNTY SHERIFF DEPT",-84.846338,42.5802603
"539","EATON RAPIDS POLICE DEPT",-84.655814,42.5092039
"540","EAU CLAIRE VILLAGE POLICE DEPT",-91.275982,44.763286
"541","EMMETT TOWNSHIP  PUBLIC SAFETY",-85.1481055,42.3097422
"542","ESCANABA PUBLIC SAFETY DEPT",-87.0750505,45.7496682
"543","ESSEXVILLE PUBLIC SAFETY DEPT",-83.8419193,43.6153004
"544","FAIRHAVEN TOWNSHIP POLICE DEPT",-83.3777321,43.8493106
"545","FARMINGTON PUBLIC SAFETY DEPT",-108.2186856,36.7280583
"546","FLAT ROCK POLICE DEPT",-83.280236,42.09523
"547","FLINT TOWNSHIP POLICE DEPT",-83.7789451,42.9794573
"548","FLUSHING CITY POLICE DEPT",-73.835696,40.752849
"549","FOWLERVILLE POLICE DEPT",-84.0729771,42.6594059
"550","FRANKENMUTH POLICE DEPT",-83.7410137,43.3361613
"551","FREMONT POLICE DEPT",-121.9690625,37.552718
"552","FRUITPORT TOWNSHIP POLICE DEPT",NA,NA
"553","GAINES TWP POLICE DEPARTMENT",-77.5576204,41.7519769
"554","GARFIELD TOWNSHIP POLICE DEPT",-85.6640365,44.7122721
"555","GAYLORD POLICE DEPT",-84.6709234,45.027918
"556","GENESEE COUNTY PARK RANGER DIV",-83.6773928,43.0777289
"557","GENESEE COUNTY SHERIFF DEPT",-83.6872392,43.0108125
"558","GENESEE TOWNSHIP POLICE DEPT",-83.7789451,42.9794573
"559","GLADSTONE PUBLIC SAFETY",-87.0188295,45.8529471
"560","GOGEBIC COUNTY SHERIFF DEPT",-89.921474,46.4392785
"561","GRAND BLANC TOWNSHIP POLICE DEPT",-83.6569429,42.9517114
"562","GRAND LEDGE POLICE DEPT",-84.7452731,42.7522302
"563","GRAND TRAVERSE BAND TRIBAL POLICE",NA,NA
"564","GRAND TRAVERSE COUNTY SHERIFF DEPT",-83.6872392,43.0108125
"565","GRATIOT COUNTY SHERIFF DEPT",NA,NA
"566","GREENVILLE PUBLIC SAFETY DEPT",-82.359786,34.858633
"567","GROSSE ILE  TOWNSHIP POLICE DEPT",-83.1445904,42.1290753
"568","GROSSE POINTE DEPT OF PUBLIC SAFETY",-82.9118591,42.3861485
"569","GROSSE POINTE FARMS PUBLIC SAFETY",-82.8918587,42.4092038
"570","GROSSE POINTE PARK PUBLIC SAFETY",-82.9374159,42.3758708
"571","GROSSE POINTE WOODS POLICE DEPT",-82.9068603,42.4436478
"572","HAMBURG TOWNSHIP POLICE DEPT",-74.586274,41.140878
"573","HAMPTON TOWNSHIP POLICE DEPT",-83.8097937,43.5926883
"574","HAMTRAMCK POLICE DEPT",-83.0524979,42.3993644
"575","HANCOCK POLICE DEPT",-75.2804419,41.954538
"576","HARBOR BEACH POLICE DEPT",-74.2537549,40.4619546
"577","HIGHLAND PARK POLICE DEPT",-87.8224858,42.1735722
"578","HILLSDALE COUNTY SHERIFF DEPT",-87.4088249,39.853923
"579","HILLSDALE POLICE DEPT",-84.6319985,41.9231931
"580","HOLLAND POLICE DEPT",-86.111558,42.7905981
"581","HOUGHTON POLICE DEPT",-88.5659749,47.1219445
"582","HURON  COUNTY SHERIFF OFFICE",-98.2218053,44.3623271
"583","INGHAM COUNTY SHERIFF OFFICE",-84.4558931,42.5904256
"584","INKSTER POLICE DEPT",-83.3087804,42.2951791
"585","IONIA COUNTY SHERIFF DEPT",-85.061541,42.9815953
"586","IONIA DEPT OF PUBLIC SAFETY",-85.057841,42.9819592
"587","IOSCO COUNTY SHERIFF DEPT",-83.5168153,44.2682434
"588","IRON COUNTY SHERIFF DEPT",-113.6613561,37.8958016
"589","IRONWOOD PUBLIC SAFETY DEPT",-90.1691975,46.4526432
"590","KALAMAZOO COUNTY SHERIFF DEPT",-85.5490667,42.2759028
"591","KALAMAZOO DEPARTMENT PUBLIC SAFETY",-85.5650224,42.2717706
"592","KALAMAZOO TOWNSHIP POLICE DEPT",-85.5698217,42.3090125
"593","KENT COUNTY SHERIFF DEPT",-85.631304,42.975618
"594","KENTWOOD POLICE DEPARTMENT",-85.5954901,42.8771207
"595","KEWEENAW BAY TRIBAL POLICE DEPT",-88.3506087,46.9492366
"596","KIRKLAND PUBLIC SAFETY DEPT",-122.2087353,47.6814875
"597","LAKE ANGELUS POLICE DEPT",-83.3093607,42.6954074
"598","LAKE ORION POLICE DEPT",-83.2390623,42.7848654
"599","LAPEER COUNTY SHERIFF DEPT",-83.2793709,42.8474355
"600","LATHRUP VILLAGE POLICE DEPT",-83.2214339,42.4914676
"601","LAWTON POLICE DEPT",-98.3932103,34.6078858
"602","LEELANAU COUNTY SHERIFF OFFICE",-86.0733634,45.0821226
"603","LENAWEE COUNTY SHERIFF DEPT",NA,NA
"604","LENNON POLICE DEPT",-83.9296008,42.9846543
"605","LITTLE RIVER BAND TRIBAL POLICE",NA,NA
"606","LITTLE TRAVERSE BAY ODAWA PD",NA,NA
"607","LIVINGSTON COUNTY SHERIFF DEPT",-94.9347401,30.7231206
"608","LIVONIA POLICE DEPT",-83.3719317,42.3942626
"609","LUDINGTON POLICE DEPT",-86.4465018,43.9524115
"610","MACKINAC COUNTY SHERIFF DEPT",-84.9963081,46.023372
"611","MACKINAC ISLAND POLICE DEPT",-84.6200328,45.8483057
"612","MACKINAW CITY POLICE DEPT",-89.3587346,40.5370458
"613","MACOMB COUNTY SHERIFF DEPT",NA,NA
"614","MADISON HEIGHTS POLICE DEPT",-83.1093648,42.5217888
"615","MADISON TOWNSHIP POLICE DEPT",-81.0458803,41.8270441
"616","MANISTEE CITY POLICE DEPT",-85.7986629,43.4201273
"617","MARINE CITY POLICE DEPT",-82.500173,42.715728
"618","MARQUETTE COUNTY SHERIFF DEPT",-89.3295624,43.7930336
"619","MATTAWAN POLICE DEPT",-85.7855481,42.2097899
"620","MAYVILLE POLICE DEPT",-79.503763,42.2546139
"621","MELVINDALE POLICE DEPT",-83.175904,42.2824308
"622","MEMPHIS POLICE DEPT",-90.0145054,35.2474942
"623","MENOMINEE POLICE DEPARTMENT",-87.6137188,45.1216668
"624","METAMORA TOWNSHIP POLICE DEPT",-85.1394065,39.449772
"625","MI DEPT OF NATURAL RESOURCES",-84.5598072,42.7327066
"626","MI STATE POLICE  EMERGENCY SUPPORT",-85.6023643,44.3148443
"627","MI STATE POLICE FIELD SUPP AVIATION",-85.6023643,44.3148443
"628","MI STATE UNIVERSITY POLICE",-84.4830889,42.72146
"629","MI TREASURY INSPECTOR GENERAL",-85.6023643,44.3148443
"630","MIDLAND COUNTY SHERIFF DEPT",-102.0746106,31.9944495
"631","MONTCALM COUNTY SHERIFF DEPT",-85.0859785,43.3018833
"632","MORENCI POLICE DEPT",-109.3280282,33.0508859
"633","MORRICE POLICE DEPT",-84.1785082,42.8390491
"634","MOUNT MORRIS TOWNSHIP POLICE DEPT",-74.7451636,40.8468007
"635","MOUNT PLEASANT POLICE DEPT",-94.96996,33.1604538
"636","MT MORRIS POLICE DEPT",-77.872594,42.72417
"637","MUNDY TOWNSHIP  POLICE DEPT",-83.751484,42.913592
"638","MUSKEGON COUNTY SHERIFF DEPT",-86.2441201,43.2352208
"639","NAPOLEON TWP POLICE",-84.262003,42.166628
"640","NASHVILLE POLICE DEPARTMENT",-77.9706045,35.9708939
"641","NEW BUFFALO POLICE DEPT",-86.746734,41.793074
"642","NEW LOTHROP POLICE DEPARTMENT",-83.9698585,43.1168208
"643","NEWAYGO COUNTY SHERIFF DEPT",-85.7742172,43.5476953
"644","NEWAYGO POLICE DEPT",-85.7986629,43.4201273
"645","NILES POLICE DEPT",-86.2363996,41.8173942
"646","NORTHERN MI UNIVERSITY POLICE",-87.4031228,46.5704229
"647","NORTHFIELD TOWNSHIP POLICE DEPT",-83.7601736,42.4076778
"648","NORTHVILLE POLICE DEPT",-74.1740132,43.2248532
"649","NOVI POLICE DEPT",-83.4853322,42.4648577
"650","OAKLAND CO SHERIFF DEPT",-122.2772786,37.8002206
"651","OAKLEY POLICE DEPARTMENT",-121.7180975,37.9970299
"652","OCEANA COUNTY SHERIFF DEPT",-86.3625598,43.701156
"653","OGEMAW COUNTY SHERIFF DEPT",-84.2457543,44.2758226
"654","ORCHARD LAKE POLICE DEPT",-88.2904326,42.3662652
"655","OSCODA TOWNSHIP POLICE DEPT",-83.3297716,44.4096877
"656","OTISVILLE POLICE DEPT",-74.5301758,41.4784876
"657","PERRY CITY POLICE DEPT",-112.044239,41.4552956
"658","PINCKNEY POLICE DEPT",-83.9464999,42.4557464
"659","PLYMOUTH POLICE DEPT",-93.474907,45.019425
"660","PLYMOUTH TOWNSHIP POLICE DEPT",-83.4476732,42.3615773
"661","POKAGON BAND TRIBAL POLICE DEPT",-86.1764,41.9125463
"662","PORT HURON POLICE DEPT",-82.4196856,42.9787691
"663","PORTAGE POLICE DEPARTMENT",-85.590322,42.2039044
"664","POTTERVILLE POLICE DEPARTMENT",-84.7437856,42.6291402
"665","PRAIRIEVILLE POLICE DEPT",-90.9723583,30.3058611
"666","RAISIN TOWNSHIP POLICE DEPT",-83.9532571,41.9389947
"667","REDFORD TOWNSHIP POLICE DEPT",-83.2973732,42.3944486
"668","RICHFIELD TWP POLICE DEPT DAVISON",-83.520822,43.0877
"669","RICHFIELD TWP POLICE DEPT ST HELEN",-84.4100195,44.3566549
"670","RICHLAND TOWNSHIP POLICE DEPT",-75.3527677,40.4493801
"671","RIVER ROUGE POLICE DEPT",-83.1347848,42.2728902
"672","ROOSEVELT PARK POLICE DEPT",-76.6271804,39.2919212
"673","ROSCOMMON COUNTY SHERIFF DEPT",-8.3756555,53.784398
"674","ROSE CITY POLICE DEPT",-97.1349368,37.5627114
"675","ROSEVILLE POLICE DEPARTMENT",-121.2956888,38.7597616
"676","SAGINAW CHIPPEWA TRIBAL POLICE DEPT",-83.9508068,43.4194699
"677","SAGINAW COUNTY SHERIFF OFFICE",-83.9672466,43.4172777
"678","SAGINAW POLICE DEPT",-97.3718825,32.8579069
"679","SAGINAW TOWNSHIP POLICE",-84.0133756,43.4516175
"680","SAGINAW VALLEY STATE UNIV POLICE",-83.9508068,43.4194699
"681","SAINT CLAIR SHORES POLICE DEPT",-82.889316,42.496045
"682","SAINT IGNACE POLICE DEPT",-84.7283175,45.8687534
"683","SAINT JOSEPH COUNTY SHERIFF DEPT",-94.853979,39.7693214
"684","SAINT JOSEPH POLICE DEPT",-94.8539515,39.7693152
"685","SAINT LOUIS POLICE DEPT",-90.2822753,38.6045497
"686","SANILAC COUNTY SHERIFF DEPT",-82.7347142,43.4069041
"687","SAUGATUCK DOUGLAS POLICE DEPT",-86.2019825,42.6550248
"688","SCHOOLCRAFT COUNTY SHERIFF",-86.1903622,46.0693515
"689","SCHOOLCRAFT POLICE DEPT",-85.6368103,42.1189697
"690","SCOTTVILLE POLICE DEPT",-86.1956674,36.7485126
"691","SEBEWAING POLICE DEPT",-83.4510724,43.7322394
"692","SHERMAN TWP MARSHAL'S OFFICE",NA,NA
"693","SHIAWASSEE  COUNTY SHERIFF DEPT",-84.1857115,42.949754
"694","SOMERSET TOWNSHIP POLICE DEPT",-82.2970941,39.8070121
"695","SOUTH HAVEN POLICE DEPT",-86.2603602,42.4093118
"696","SOUTH LYON POLICE DEPT",-83.6540516,42.4612851
"697","SOUTHFIELD POLICE DEPT",-83.2372558,42.4809221
"698","SPRINGPORT TOWNSHIP POLICE DEPT",-84.6688348,42.3684031
"699","SUMPTER TWP POLICE DEPT",-83.4807966,42.1313464
"700","SYLVAN LAKE POLICE DEPT",-83.3296024,42.6124074
"701","TAYLOR POLICE DEPT",-83.2625136,42.225852
"702","TECUMSEH POLICE DEPT",-96.9377984,35.257766
"703","THETFORD TOWNSHIP POLICE DEPT",0.751657,52.412856
"704","TITTABAWASSEE TWP POLICE DEPT",-84.119112,43.5236189
"705","TRAVERSE POLICE DEPT",-85.6073405,44.7524193
"706","TUSCOLA COUNTY SHERIFF DEPT",-83.5070203,43.5301144
"707","UNADILLA WP POLICE DEPARTMENT",-84.0832787,42.458879
"708","UNIV OF MI DEP OF PUB SAFETY",-88.5472915,47.1170078
"709","US DEPT OF VA SAGINAW POLICE",NA,NA
"710","US DHS ICE DETROIT",-83.0457538,42.331427
"711","US FBI DETROIT",-83.053069,42.331072
"712","US PROBATION DEPT-DETROIT",-83.045273,42.338036
"713","USPS INSPECTOR GENERAL DETROIT",-83.0457538,42.331427
"714","VAN BUREN CTY SHERIFF DEPT",-94.3560938,35.4345571
"715","VAN BUREN TWP POLICE DEPT",-83.4807966,42.1313464
"716","VASSAR POLICE DEPT",-83.579841,43.3709319
"717","VICKSBURG POLICE DEPT",-90.8807663,32.3463705
"718","WALKER POLICE DEPT",-85.7733533,43.0071181
"719","WASHTENAW COUNTY SHERIFF DEPT",-83.6793466,42.2559133
"720","WEST BLOOMFIELD TOWNSHIP POLICE DEP",-74.1952517,40.7918027
"721","WEST BRANCH CITY POLICE DEPT",70.606395,32.9853985
"722","WESTERN MI UNIVERSITY POLICE",NA,NA
"723","WESTLAND POLICE DEPT",-83.4033173,42.3239223
"724","WEXFORD COUNTY SHERIFF DEPT",-85.3864891,44.2454756
"725","WHITEHALL POLICE DEPARTMENT",-75.4985652,40.6550717
"726","WILLIAMSTON POLICE DEPT",-77.0545082,35.8554235
"727","WIXOM POLICE DEPT",-83.5339543,42.5242288
"728","WYANDOTTE POLICE DEPT",-83.1487596,42.2135857
"729","WYOMING POLICE DEPT",-84.4663551,39.2284834
"730","ZILWAUKEE CITY POLICE DEPT",NA,NA
"731","ADAMS POLICE DEPARTMENT",-89.8178995,43.9579354
"732","AKELEY POLICE DEPT",-94.7297139,47.0035583
"733","ANNANDALE POLICE DEPT",-94.1233636,45.2638169
"734","ANOKA COUNTY SHERIFF DEPT",-93.3047896,45.2131199
"735","ANOKA POLICE DEPT",-93.3878325,45.2017607
"736","APPLE VALLEY POLICE DEPT",-117.2143257,34.5238217
"737","ARLINGTON GREEN POLICE DEPT",-77.1067698,38.8799697
"738","ASHBY POLICE DEPT",-71.8232505,42.6781466
"739","BABBIT POLICE DEPT",-91.9394553,47.7077039
"740","BAGLEY POLICE DEPT",-95.3975379,47.5213488
"741","BATTLE LAKE POLICE DEPT",-95.7153967,46.2821205
"742","BAXTER POLICE DEPT",-85.642535,36.154635
"743","BAYPORT POLICE DEPT",-92.7802961,45.0181471
"744","BECKER COUNTY SHERIFF DEPT",-95.7036557,46.9164628
"745","BECKER POLICE DEPT",-93.8704389,45.3955268
"746","BELGRADE POLICE DEPT",-95.0042008,45.4566323
"747","BELLE PLAINE POLICE DEPARTMENT",-92.2764498,41.8964078
"748","BELTRAMI COUNTY SHERIFF DEPT",-94.8289239,48.0370038
"749","BIG LAKE POLICE DEPT",-94.3747889,38.8347139
"750","BIG STONE COUNTY SHERIFF DEPT",-96.4724,45.4932045
"751","BLACKDUCK POLICE DEPT",-94.548579,47.7330101
"752","BLAINE POLICE DEPT",-122.7493963,48.994159
"753","BLOOMING PRAIRIE POLICE DEPT",-93.049306,43.8661371
"754","BRAHAM POLICE DEPT",-93.1721735,45.7237348
"755","BRAINERD POLICE DEPT",-94.2079022,46.3562428
"756","BRECKENRIDGE POLICE DEPT",-96.5877844,46.2609377
"757","BREEZY POINT POLICE DEPT",-94.218877,46.597237
"758","BREITUNG POLICE DEPARTMENT",-92.2366657,47.8167769
"759","BROOKLYN PARK POLICE DEPT",-93.34982,45.11001
"760","BROWNSDALE POLICE DEPARTMENT",-92.8693543,43.7402404
"761","BURNSVILLE POLICE DEPT",-88.3207035,34.8348151
"762","CALEDONIA POLICE DEPT",-87.8949265,42.8124118
"763","CANBY POLICE DEPT",-122.7081204,45.2586225
"764","CANNON FALLS POLICE DEPT",-92.9097666,44.5151196
"765","CARLTON COUNTY SHERIFF DEPT",-91.2851588,33.3314879
"766","CHAMPLIN POLICE DEPT",-93.394405,45.1716819
"767","CHASKA POLICE DEPT",-93.601735,44.788078
"768","CHATFIELD POLICE DEPT",-92.1885471,43.8461559
"769","CHIPPEWA COUNTY SHERIFF DEPT",-84.3455446,46.4974765
"770","CHISAGO CITY  POLICE DEPT",-92.8906467,45.3722648
"771","CHISAGO COUNTY SHERIFF DEPT",-92.822425,45.399409
"772","CLARA CITY POLICE DEPT",-95.3690499,44.9561766
"773","COLD SPRING POLICE DEPT",-94.4292095,45.455048
"774","COON RAPIDS POLICE DEPT",-93.3030988,45.1729081
"775","COTTAGE GROVE POLICE DEPT",-92.851569,44.7429799
"776","COTTONWOOD COUNTY SHERIFF DEPT",-118.9835605,35.3469958
"777","CROOKSTON POLICE DEPT",-96.6097435,47.7746946
"778","CROSSLAKE POLICE DEPT",-94.11335,46.689855
"779","CROW WING COUNTY SHERIFF DEPT",-94.2047839,46.3551726
"780","DAKOTA COUNTY SHERIFF DEPT",-92.8867114,44.7409647
"781","DEEPHAVEN POLICE DEPT",-93.5371823,44.9225682
"782","DETROIT LAKES POLICE DEPT",-95.8441076,46.8173307
"783","DILWORTH POLICE DEPT",-96.7099254,46.8759295
"784","DULUTH POLICE DEPT",-92.1016322,46.7846829
"785","EAGLE BEND POLICE DEPT",-95.0371782,46.164771
"786","EAGLE LAKE POLICE DEPT",-81.7541396,27.9773882
"787","EAST GRAND FORKS POLICE DEPT",-97.0306909,47.9220222
"788","EDEN PRAIRIE POLICE DEPT",-93.4619772,44.8562596
"789","EDEN VALLEY POLICE DEPT",-94.5451622,45.3251324
"790","EDINA POLICE DEPT",-93.3474113,44.911199
"791","ELBOW LAKE POLICE DEPT",-95.9755556,45.9905556
"792","ELK RIVER POLICE DEPT",-93.5982611,45.3034257
"793","ELMORE POLICE DEPT",144.6109933,-36.4959959
"794","FAIRMONT POLICE DEPT",-94.4648144,43.6535836
"795","FARIBAULT POLICE DEPT",-93.2694902,44.2944801
"796","FERGUS FALLS POLICE DEPT",-96.0759554,46.2802223
"797","FREEBORN COUNTY SHERIFF",-93.3684633,43.6458664
"798","FRIDLEY POLICE DEPT",-93.2623905,45.0848556
"799","GLYNDON POLICE DEPT",-96.579974,46.8744129
"800","GOLDEN VALLEY POLICE DEPT",-93.3785101,44.9861093
"801","GOODHUE COUNTY SHERIFF DEPT",-92.5318798,44.5624202
"802","GRAND RAPIDS POLICE DEPT",-85.6686213,42.9635961
"803","GRANITE FALLS POLICE DEPT",-121.9690148,48.0818085
"804","HAWLEY POLICE DEPT",-99.8109367,32.6130969
"805","HECTOR POLICE DEPT",-94.7150052,44.7428668
"806","HENNEPIN COUNTY SHERIFF DEPT",-93.6275828,44.9348476
"807","HENNING POLICE DEPT",-95.4453806,46.3216571
"808","HERMANTOWN POLICE DEPT",-92.2197426,46.8090269
"809","HILL CITY POLICE DEPT",70.606395,32.9853985
"810","HOKAH POLICE DEPT",-91.3048314,43.8289483
"811","HOPKINS POLICE DEPT",-93.41349,44.921918
"812","HOUSTON POLICE DEPT",-95.3623568,29.7560058
"813","HOWARD LAKE POLICE DEPT",-94.0706016,45.0599412
"814","HUBBARD COUNTY SHERIFF DEPT",-94.9411423,47.1860527
"815","ISANTI COUNTY SHERIFF DEPT",-93.2290578,45.5562349
"816","ISANTI POLICE DEPT",-93.2478058,45.4932423
"817","ISLE POLICE DEPT",-93.4696197,46.1370654
"818","ITASCA COUNTY SHERIFF DEPT",-93.5261691,47.2365784
"819","JANESVILLE POLICE DEPT",-89.0267942,42.6821367
"820","KANABEC COUNTY SHERIFF DEPT",-93.2933023,45.8774224
