"","Station.Name","lon","lat"
"425","AZ DEPT OF FISH AND GAME",-112.1669018,33.7995998
"426","AZ US ICE ENFORCEMENT & REMOVAL OPS",-111.0937311,34.0489281
"427","BENSON POLICE DEPT",-78.5453922,35.380947
"428","BUCKEYE POLICE DEPT",-112.572511,33.3723112
"429","BULLHEAD CITY POLICE DEPT",-114.5285981,35.1359386
"430","CASA GRANDE POLICE DEPT",-111.75074,32.878514
"431","CHANDLER POLICE DEPT",-111.8381223,33.3015299
"432","CHINO VALLEY POLICE DEPT",-112.466381,34.7734544
"433","CLARKDALE POLICE DEPT",-112.0561742,34.7721764
"434","CLIFTON POLICE DEPT",-74.1604164,40.8664393
"435","COCHISE COUNTY POLICE DEPT",-109.5565023,31.3493232
"436","COCHISE COUNTY SHERIFF DEPT",-109.871645,31.4327253
"437","COCONINO COUNTY SHERIFF DEPT",-111.6412384,35.1877444
"438","COCOPAH TRIBAL POLICE DEPT",NA,NA
"439","COLORADO CITY MARSHAL OFFICE",-104.8202925,38.8355317
"440","COLORADO INDIAN TRIBES POLICE DEPT",-114.4231413,33.9446165
"441","COOLIDGE POLICE DEPT",-111.5234023,32.9686526
"442","EL MIRAGE POLICE DEPT",-112.3270512,33.5741174
"443","ELOY POLICE DEPT",-111.5552087,32.756239
"444","FLAGSTAFF POLICE DEPT",-111.641973,35.188034
"445","GILA COUNTY SHERIFF'S OFFICE",-112.7148819,32.9474268
"446","GILA RIVER POLICE DEPT",-111.7664821,33.0724019
"447","GILBERT POLICE DEPT",-111.7883474,33.3293774
"448","GLENDALE POLICE DEPT",-104.9361035,39.6989508
"449","GRAHAM COUNTY SHERIFF DEPT",-79.402696,36.0685464
"450","GREENLEE COUNTY SHERIFF DEPT",-109.2831531,33.2405598
"451","HAYDEN POLICE DEPT",-107.258554,40.495291
"452","HOLBROOK POLICE DEPT",-71.0091284,42.146316
"453","HUACHUCA CITY POLICE DEPT",-110.33503,31.6316984
"454","JEROME POLICE DEPT",-114.5171434,42.7233761
"455","KINGMAN POLICE DEPT",-114.0175874,35.2094601
"456","LA PAZ COUNTY SHERIFF DEPT",-114.2902618,34.145433
"457","MARANA POLICE DEPT",-111.2110282,32.4477438
"458","MARICOPA COUNTY SHERRIFF DEPT",-111.635583,33.8386298
"459","MESA POLICE DEPT",-117.9042236,33.6630752
"460","MOHAVE CO PARKS LAW ENF",NA,NA
"461","MOHAVE COUNTY SHERIFF'S OFFICE",-114.023846,35.2535566
"462","NATIONAL PARK SERVICE GLEN CANYON",NA,NA
"463","NAVAJO COUNTY SHERIFF DEPT",-110.0325847,34.2546187
"464","NOGALES POLICE DEPT",-110.9309804,31.3462004
"465","ORO VALLEY POLICE DEPT",-110.9952284,32.4077746
"466","PARADISE VALLEY POLICE DEPT",-111.9419903,33.530611
"467","PAYSON POLICE DEPT",-111.3210727,34.2444445
"468","PHOENIX DEPT OF PUBLIC SAFETY",-112.1050793,33.4733956
"469","PIMA COLLEGE POLICE DEPT",NA,NA
"470","PIMA COUNTY SHERIFF DEPT",-111.0281646,32.3398648
"471","PINAL COUNTY SHERIFF DEPT",-111.6716776,32.7537953
"472","PINETOP-LAKESIDE POLICE DEPT",-109.9758113,34.1526102
"473","PRESCOTT VALLEY POLICE DEPT",-112.3320541,34.5953782
"474","QUARTZSITE POLICE DEPT",-114.208155,33.6715085
"475","SAFFORD POLICE DEPT",-109.7185903,32.8334664
"476","SAHUARITA POLICE DEPT",-110.9755753,31.9564379
"477","SALT RIVER POLICE DEPT",-91.6738915,39.4311407
"478","SAN CARLOS POLICE DEPT",-122.2624022,37.5041674
"479","SAN LUIS POLICE DEPARTMENT",-120.663529,35.2858189
"480","SANTA CRUZ COUNTY SHERIFF'S OFFICE",-121.7647083,36.9653625
"481","SEDONA POLICE DEPT",-111.813594,34.862999
"482","SHOW LOW POLICE DEPT",-110.036282,34.2506882
"483","SIERRA VISTA POLICE DEPT",-110.273101,31.564056
"484","SNOWFLAKE TAYLOR POLICE DEPT",-110.0795356,34.5007429
"485","SOUTH TUCSON POLICE DEPT",-110.9676709,32.2022019
"486","SPRINGERVILLE POLICE DEPT",-109.281673,34.1324115
"487","SURPRISE POLICE DEPT",-112.3663969,33.630079
"488","TEMPE POLICE DEPT",-111.9375051,33.425914
"489","THATCHER POLICE DEPT",-109.7620125,32.8495428
"490","TOMBSTONE MARSHAL DEPT",NA,NA
"491","TUCSON POLICE DEPT",-110.9713307,32.2174337
"492","UNIV OF AZ POLICE DEPT",-111.9344308,33.4143458
"493","US BORDER PATROL",-76.6166916,39.288256
"494","US DEPT OF AGRICULTURE US FOREST SV",NA,NA
"495","US DHS CBP SELLS",NA,NA
"496","US DHS CBP TUCSON AIR",NA,NA
"497","US DHS CBP TUCSON HQ SECTOR",NA,NA
"498","US DHS DBP SAN LUIS",-66.3367976,-33.3022202
"499","US DHS ICE PHOENIX",-112.0740373,33.4483771
"500","US DOI BUR OF LAND MGMT TUCSON",-110.926479,32.2217429
"501","US DOI NPS GLEN CANYON  REC AREA",NA,NA
"502","US DOI NPS GRAND CANYON  PARK",NA,NA
"503","US DOI NPS HEREFORD",-2.715974,52.056398
"504","US DOJ DEA PHOENIX",-112.0740373,33.4483771
"505","US FBI PHOENIX",-112.0647767,33.6830808
"506","USDA FOREST SERVICE LEI CORONADO",-117.1830891,32.6858853
"507","WELLTON POLICE DEPT",-114.1483588,32.6726848
"508","WESTERN COLLEGE POLICE DEPT",18.6221394,-33.9020726
"509","WICKENBURG POLICE DEPT",-112.7301882,33.9697664
"510","WILLCOX DEPT OF PUBLIC SAFETY",-109.8320124,32.2528519
"511","WILLIAMS POLICE DEPT",-112.1920802,35.2490717
"512","WINSLOW POLICE DEPT",-69.6236784,44.5509966
"513","YAVAPAI COUNTY SHERIFF OFFICE",-112.4663517,34.5414934
"514","YUMA COUNTY SHERIFF DEPT",-114.6230968,32.7246441
"515","YUMA POLICE DEPT",-114.6207988,32.7002017
"516","ALAMEDA COUNTY SHERIFF DEPT",-122.0943222,37.6573459
"517","ALBANY POLICE DEPT",-123.097349,44.6288362
"518","ALPINE COUNTY SHERIFF DEPT",-120.0427328,38.4660585
"519","ALTURAS POLICE DEPT",-120.554267,41.4849893
"520","AMADOR COUNTY SHERIFF DEPT",-122.0943222,37.6573459
"521","ANAHEIM POLICE DEPT",-117.9189579,33.8301832
"522","ANDERSON POLICE DEPT",-82.6493069,34.5011962
"523","ANGELS CAMP POLICE DEPT",-120.5591368,38.0803249
"524","ANTIOCH POLICE DEPARTMENT",-121.820317,38.016275
"525","ARCATA POLICE DEPT",-124.0849262,40.8673259
"526","ARROYO GRANDE POLICE DEPT",-120.5912848,35.120021
"527","ASSEMBLY SERGEANT AT ARMS",-89.3923329,43.074611
"528","ATASCADERO POLICE DEPT",-120.6707255,35.4894169
"529","ATWATER POLICE DEPT",-94.7822843,45.1383977
"530","AVENAL POLICE DEPT",-119.663987,36.3298764
"531","AVENAL STATE PRISON",-120.1185487,35.976146
"532","AZUSA POLICE DEPT",-117.9065441,34.1345471
"533","BAKERSFIELD POLICE DEPT",-119.0207309,35.3730604
"534","BALDWIN PARK SCHOOL POLICE DEPT",NA,NA
"535","BANNING POLICE DEPT",-116.8753481,33.9255313
"536","BARSTOW POLICE DEPT",-117.0249678,34.8925918
"537","BEAR VALLEY POLICE DEPARTMENT",-118.5759636,35.1472622
"538","BELL GARDENS POLICE DEPT",-118.1884576,33.9792402
"539","BELL POLICE DEPT",-118.1884576,33.9792402
"540","BENICIA POLICE DEPT",-122.1537427,38.0525559
"541","BEVERLY HILLS POLICE DEPT",-118.3998084,34.0737924
"542","BISHOP POLICE DEPT",-118.3964707,37.3615954
"543","BLYTHE POLICE DEPARTMENT",-114.59799,33.6126959
"544","BREA POLICE DEPT",-117.8886426,33.9174492
"545","BRENTWOOD POLICE DEPT",-121.6841679,37.9193438
"546","BROADMOOR POLICE DEPT",-122.4749659,37.6927501
"547","BURBANK POLICE DEPT",-118.3088279,34.1833878
"548","BURLINGAME POLICE DEPT",-122.3820078,37.5951728
"549","BUTTE COLLEGE POLICE DEPT",NA,NA
"550","BUTTE COUNTY SHERIFF DEPT",-113.302475,43.6352902
"551","CA CORRECTIONAL SAFETY",-79.3263571,43.7353763
"552","CA DEPT OF CORRECTIONS & REHAB",-122.1863372,40.1855542
"553","CA DEPT OF FISH AND GAME HQ",-119.4179324,36.778261
"554","CA DOJ SACRAMENTO",-121.4943996,38.5815719
"555","CA REC AND CONSERV AUTH",-119.4179324,36.778261
"556","CA STATE PRISON SACRAMENTO",-121.4994477,38.6007392
"557","CALAVERAS COUNTY DA",-120.6683297,38.1908461
"558","CALAVERAS COUNTY SHERIFF DEPT",-120.3643711,38.2393097
"559","CALIFORNIA CITY POLICE DEPT",-92.5660258,38.6285486
"560","CAMPBELL POLICE DEPT",-121.9441834,37.2882874
"561","CARRIZO GORGE RAILROAD POLICE DEPT",NA,NA
"562","CATHEDRAL CITY POLICE DEPT",-116.4642726,33.7813698
"563","CENTRAL MARIN POLICE AUTHORITY",-122.5300281,37.9384537
"564","CERES POLICE DEPT",-120.9548533,37.592409
"565","CERRITOS COMM COLLEGE POLICE DEPT",-118.0647871,33.8583483
"566","CHICO POLICE DEPT",-121.8152515,39.7356868
"567","CHINO POLICE DEPT",-117.6862152,34.0292863
"568","CHIP SACRAMENTO",-121.288086,38.7724034
"569","CITRUS HEIGHTS POLICE DEPT",-121.298646,38.6807737
"570","CLAREMONT POLICE DEPT",-117.7224849,34.0962637
"571","CLOVERDALE POLICE DEPT",-123.0169714,38.8063536
"572","CLOVIS POLICE DEPT",-103.2081732,34.4012865
"573","COLTON POLICE DEPT",-117.3224912,34.0717282
"574","COLUSA COUNTY SHERIFF DEPT",-122.0035314,39.2054728
"575","CONCORD POLICE DEPARTMENT",-80.5821918,35.4094376
"576","CONTRA COSTA COUNTY SHERIFF DEPT",-122.0860022,37.9897785
"577","CORNING POLICE DEPT",-77.047532,42.141624
"578","CORONA POLICE DEPT",-117.5725957,33.8872378
"579","CORONADO POLICE DEPT",-117.177771,32.6901386
"580","COTATI POLICE DEPT",-122.7091646,38.3231099
"581","COVINA POLICE DEPT",-117.8887609,34.0899918
"582","CRESCENT CITY POLICE DEPT",70.606395,32.9853985
"583","CYPRESS POLICE DEPT",-118.0401568,33.8253376
"584","DALY CITY POLICE DEPT",-122.4735758,37.6904927
"585","DAVIS POLICE DEPT",-121.7190019,38.5511578
"586","DEL NORTE COUNTY SHERIFF",-1.0067805,54.0891597
"587","DEL REY OAKS POLICE DEPARTMENT",-121.8373339,36.5942372
"588","DELANO POLICE DEPT",-119.2438659,35.7717164
"589","DIXON POLICE DEPT",-121.8241258,38.4452971
"590","EAST BAY REGIONAL PARKS POLICE",-122.095014,37.7209639
"591","EAST PALO ALTO POLICE DEPT",-122.134649,37.474466
"592","EL CAJON POLICE DEPT",-116.9608516,32.7969838
"593","EL CAMINO COLLEGE POLICE DEPT",-118.3272579,33.8830123
"594","EL DORADO COUNTY SHERIFF DEPT",-96.8516427,37.8167647
"595","EL MONTE POLICE DEPT",-118.0301229,34.0716779
"596","EL SEGUNDO POLICE DEPT",-118.4155958,33.9200117
"597","ELK GROVE POLICE DEPT",-121.3947225,38.4171949
"598","ESCALON POLICE DEPT",-120.995954,37.78867
"599","ESCONDIDO POLICE DEPT",-117.0187881,33.1803959
"600","ETNA POLICE DEPT",-122.8938552,41.456285
"601","EUREKA POLICE DEPT",-124.1692775,40.80038
"602","EXETER POLICE DEPT",-70.9463489,42.9794877
"603","FAIRFAX POLICE DEPT",-94.719233,44.5278584
"604","FARMERSVILLE POLICE DEPT",-96.3607378,33.1648621
"605","FBI SAN DIEGO",-117.1610838,32.715738
"606","FBI SAN FRANCISCO",-122.4184817,37.7819575
"607","FERNDALE POLICE DEPT",-83.132282,42.4602829
"608","FOLSOM POLICE DEPT",-90.189071,30.630204
"609","FONTANA POLICE DEPT",-88.5772214,42.550953
"610","FOUNTAIN VALLEY POLICE DEPT",-117.952204,33.7086398
"611","FOWLER POLICE DEPT",-119.6772532,36.6302776
"612","FRESNO COUNTY SHERIFF DEPT",-119.789666,36.7368089
"613","FULLERTON POLICE DEPT",-117.9281938,33.8707173
"614","GALT POLICE DEPT",-93.5010558,42.656564
"615","GARDEN GROVE POLICE DEPT",67.0289381,24.8577848
"616","GARDENA POLICE DEPT",-118.307448,33.8834685
"617","GILROY POLICE DEPT",-121.5735579,37.0040066
"618","GLENDORA POLICE DEPT",-117.8647129,34.1346793
"619","GLENN COUNTY SHERIFF DEPT",-81.4963312,31.1538595
"620","GRASS VALLEY POLICE DEPT",-121.0613132,39.2184967
"621","GREENFIELD POLICE DEPT",-87.9803836,42.9602672
"622","GROVER BEACH POLICE DEPT",-120.6220845,35.1207571
"623","GUADALUPE POLICE DEPARTMENT",-120.5689326,34.9698534
"624","GUSTINE POLICE DEPT",-121.002341,37.2566025
"625","HANFORD POLICE DEPT",-119.6474,36.3296918
"626","HAWTHORNE POLICE DEPT",-118.3531585,33.9196009
"627","HAYWARD POLICE DEPT",-122.0968403,37.6576527
"628","HEALDSBURG POLICE DEPT",-122.8689299,38.6098563
"629","HEMET POLICE DEPT",-116.9677571,33.7496655
"630","HERCULES POLICE DEPT",-122.2659413,38.0102206
"631","HERMOSA BEACH POLICE DEPT",-118.3959464,33.8641651
"632","HIGH DESERT STATE PRISON",-115.5845782,36.5159377
"633","HILLSBOROUGH POLICE DEPT",-79.0997491,36.0764806
"634","HOPLAND TRIBAL POLICE DEPT",-123.1163918,38.9729541
"635","HUMBOLDT COUNTY SHERIFF",-94.2142742,42.7210481
"636","IMPERIAL COUNTY SHERIFF DEPT",-115.962934,33.2800836
"637","IONE POLICE DEPT",-120.933513,38.352697
"638","IRVINE VALLEY COLLEGE POLICE DEPT",-117.7812856,33.6757605
"639","KERMAN POLICE DEPT",57.0833628,30.2839379
"640","KERN COUNTY DA",8.0142561,50.0871848
"641","KERN COUNTY SHERIFF DEPT",-119.0474846,35.420413
"642","KERN HIGH SCHOOL DIST POLICE",NA,NA
"643","KINGS COUNTY SHERIFF DEPT",-73.990409,40.692272
"644","KINGSBURG POLICE DEPT",-119.5515834,36.512215
"645","LA VERNE POLICE DEPT",-117.770777,34.1009413
"646","LAKE COUNTY SHERIFF DEPT",-81.7306087,28.8014523
"647","LAKE SHASTINA POLICE DEPT",-122.3636371,41.5273818
"648","LASSEN COUNTY SHERIFF DEPT",-120.648905,40.4254949
"649","LEMOORE POLICE DEPT",-119.7880954,36.3057543
"650","LINDSAY POLICE DEPT",-97.6027746,34.8325046
"651","LIVERMORE POLICE DEPT.",-121.7550479,37.6748828
"652","LODI POLICE DEPT",-89.5260723,43.3129338
"653","LOMPOC POLICE DEPT",-120.4531499,34.6381955
"654","LONG BEACH FIRE DEPARTMENT",-118.2013469,33.754292
"655","LONG BEACH POLICE DEPT",-118.1971889,33.7690074
"656","LOS ANGELES COUNTY SHERIFF DEPT",-118.1407879,33.8170185
"657","LOS ANGELES DA",-118.303242,33.9550709
"658","LOS ANGELES FIRE DEPT ARSON SECTION",-118.2436849,34.0522342
"659","LOS ANGELES POLICE DEPARTMENT",-118.2131052,34.0449885
"660","LOS ANGELES PORT POLICE DEPT",-118.2436849,34.0522342
"661","LOS ANGELES SCHOOL POLICE DEPT",NA,NA
"662","LOS ANGELES WORLD AIRPORT POLICE",-118.3971843,33.9483715
"663","LOS GATOS MONTE SERENO POLICE",NA,NA
"664","MADERA COUNTY SHERIFF DEPT",-119.6670771,37.340914
"665","MAMMOTH LAKES POLICE DEPT",-118.9671288,37.6379208
"666","MANTECA POLICE DEPT",-121.2324073,37.8001519
"667","MARIPOSA COUNTY SHERIFF DEPT",-119.967759,37.489342
"668","MARTINEZ POLICE DEPT",-122.1354197,38.0139632
"669","MARYSVILLE POLICE DEPT",-76.9386889,40.3402223
"670","MENDOTA POLICE DEPT",-120.372513,36.7548839
"671","MERCED COUNTY DA",-120.8499317,37.0615414
"672","MERCED COUNTY SHERIFF'S OFFICE",-120.7120023,37.2009788
"673","MERCED POLICE DEPT",-120.4865989,37.2947898
"674","MILPITAS POLICE DEPT",-121.910308,37.449466
"675","MODESTO POLICE DEPT",-120.9963442,37.6375347
"676","MOJAVE NATIONAL PRESERVE",-115.4733554,35.0109913
"677","MONTEREY COUNTY SHERIFF DEPT",-121.880581,36.5898381
"678","MONTEREY PARK POLICE DEPT",-84.342227,40.9331115
"679","MONTEREY PEN AIRPORT POLICE",-121.8946761,36.6002378
"680","MORAGA POLICE DEPT",-122.1289188,37.861884
"681","MOUNT SHASTA POLICE DEPT",-122.3125241,41.3133291
"682","MOUNTAIN VIEW POLICE DEPT.",-122.0812626,37.3956709
"683","MURRIETA POLICE DEPT",-117.209588,33.558854
"684","NAPA COUNTY SHERIFF DEPT",-122.2661855,38.2203747
"685","NAPA POLICE DEPT",-122.2901769,38.2967614
"686","NEVADA COUNTY SHERIFF DEPT",-93.4424438,42.0112496
"687","NEWPORT BEACH POLICE DEPT",-117.8803343,33.6232483
"688","NOVATO POLICE DEPT",-122.5694836,38.1064963
"689","OAKDALE POLICE DEPT",-120.8499472,37.7679962
"690","OAKLAND UNIFIED SCHOOL POLICE",-122.2711137,37.8043637
"691","ORANGE COUNTY SHERIFF DEPT",-117.8773816,33.7476287
"692","ORLAND POLICE DEPT",-122.1939149,39.7456098
"693","OXNARD POLICE DEPT",-119.1814104,34.2006827
"694","PALM SPRINGS POLICE DEPT",-116.5122182,33.8211281
"695","PALOS VERDES ESTATES POLICE DEPT",-118.3915541,33.7999098
"696","PARADISE POLICE DEPT",-121.6240976,39.7537795
"697","PARLIER POLICE DEPT",-119.5463978,36.6078117
"698","PASADENA POLICE DEPARTMENT",-118.1446926,34.1492619
"699","PETALUMA  POLICE DEPT",-122.645807,38.2462329
"700","PINOLE POLICE DEPT",-122.2908063,38.0042002
"701","PISMO BEACH POLICE DEPT",-120.6403104,35.1443365
"702","PLACENTIA POLICE DEPT",-117.861817,33.8717598
"703","PLACER COUNTY SHERIFF DEPT",-120.9533047,39.1009268
"704","PLACERVILLE POLICE DEPT",-120.798546,38.7296252
"705","PLUMAS COUNTY SHERIFF DEPT",-120.9122148,39.9338996
"706","POMONA POLICE DEPT",-117.793392,34.052511
"707","PORT HUENEME POLICE DEPT",-119.1950136,34.1495084
"708","PORTERVILLE POLICE DEPT",-119.0179456,36.0718977
"709","RED BLUFF POLICE DEPT",-122.2358302,40.1784886
"710","REDDING POLICE DEPT",-122.3924423,40.5858243
"711","REDLANDS POLICE DEPT",-117.197738,34.0498559
"712","REDWOOD CITY POLICE DEPT",-122.2205846,37.4932853
"713","RESIGHINI RANCHERIA TRIBAL PD",NA,NA
"714","RIALTO POLICE DEPT",-117.3750201,34.1000838
"715","RICHMOND POLICE DEPT",-122.3507243,37.91824
"716","RIDGECREST POLICE DEPT",-117.6721466,35.6210848
"717","RIO DELL POLICE DEPT",-124.1064369,40.4993013
"718","RIPON POLICE DEPT",-121.1361609,37.7413381
"719","RIVERSIDE COUNTY DA",-117.3739849,33.9796678
"720","RIVERSIDE COUNTY SHERIFF DEPT",-116.2221793,33.7070447
"721","ROSEVILLE POLICE DEPT",-121.2956888,38.7597616
"722","SACRAMENTO COUNTY SHERIFF DEPT",-121.407198,38.54235
"723","SACRAMENTO METRO FIRE DIST",-121.350044,38.6553046
"724","SACRAMENTO POLICE DEPT",-121.4989799,38.5220045
"725","SADDLEBACK COLLEGE POLICE",NA,NA
"726","SALINAS POLICE DEPT",-121.6575104,36.6744218
"727","SAN BERNARDINO CTY SHERIFF",-117.2701015,34.0994581
"728","SAN BERNARDINO POLICE DEPT",-117.2923828,34.1125245
"729","SAN DIEGO COUNTY SHERIFF DEPT",-117.121398,32.818928
"730","SAN DIEGO POLICE DEPT",-117.2157826,32.7552228
"731","SAN DIEGO UNIFIED PORT DIST HAR",-117.1610838,32.715738
"732","SAN FRANCISCO POLICE DEPT",-122.4412684,37.7445054
"733","SAN JOAQUIN COUNTY SHERIFF DEPT",-121.2966184,37.8858987
"734","SAN JOAQUIN DELTA COLLEGE POLICE",NA,NA
"735","SAN JOSE POLICE DEPT",-121.9056328,37.349341
"736","SAN LEANDRO POLICE DEPT",-122.1590372,37.7279738
"737","SAN LUIS OBISPO COUNTY SHERIFF",-120.7022458,35.5637074
"738","SAN LUIS OBISPO POLICE DEPT",-120.663529,35.2858189
"739","SAN MATEO COUNTY SHERIFF DEPT",-122.4022039,37.7771981
"740","SAN PABLO POLICE DEPT",121.7947072,17.4479089
"741","SAN RAFAEL POLICE DEPT",-122.5318587,37.9748103
"742","SAN RAMON POLICE DEPT",-121.9675302,37.7764175
"743","SAND CITY POLICE DEPT",-111.8953036,40.5710331
"744","SANTA ANA POLICE DEPT",-117.8804334,33.7509753
"745","SANTA BARBARA COUNTY SHERIFF DEPT",-119.7767694,34.4436049
"746","SANTA BARBARA CTY FIRE SANTA BAR",-119.6981901,34.4208305
"747","SANTA CLARA COUNTY SHERIFF",-122.0329098,37.2955375
"748","SANTA MARIA POLICE DEPT",-120.4331888,34.949567
"749","SANTA MONICA POLICE DEPT",-118.4909229,34.0121693
"750","SANTA PAULA POLICE DEPT",-119.0592056,34.3516748
"751","SCOTTS VALLEY POLICE DEPT",-122.0188578,37.0496172
"752","SEASIDE POLICE DEPT",-121.8534855,36.6036287
"753","SEBASTOPOL POLICE DEPT",-122.8234469,38.4046342
"754","SHAFTER POLICE DEPARTMENT",-119.2769977,35.5045502
"755","SHASTA COUNTY SHERIFF DEPT",-122.3632314,40.6797384
"756","SIERRA COUNTY SHERIFF DEPT",-107.2485459,33.1455308
"757","SIMI VALLEY POLICE DEPT",-118.719332,34.2873106
"758","SISKIYOU COUNTY SHERIFF DEPT",-122.6384282,41.7296085
"759","SOLANO COUNTY SHERIFF DEPT",-122.0402137,38.2474563
"760","SONOMA COUNTY SHERIFF DEPT",NA,NA
"761","SONORA POLICE DEPT",-120.3832915,37.9836547
"762","SOUTH GATE POLICE DEPT",109.1222199,21.4216825
"763","SOUTH LAKE TAHOE POLICE DEPT",-119.9763003,38.9334271
"764","SOUTH SAN FRANCISCO POLICE DEPT",-122.436668,37.6555141
"765","STALLION SPRINGS POLICE DEPT",NA,NA
"766","STOCKTON POLICE DEPT",-121.2901975,37.9511608
"767","STOCKTON UNIFIED SCHOOL DIST POLICE",-121.2888318,37.9598654
"768","SUSANVILLE POLICE DEPT",-120.647079,40.415134
"769","SUTTER COUNTY SHERIFF DEPT",-121.6739371,39.0219764
"770","TAFT POLICE DEPT",-95.5551652,35.7558792
"771","TEHACHAPI POLICE DEPT",-118.446338,35.1309827
"772","TEHAMA CO SHERIFF DEPT",-122.4194143,40.0082775
"773","TEHAMA COUNTY LAW ENF DA",-122.174605,40.0982197
"774","TRINITY COUNTY SHERIFF DEPT",-122.9476511,40.736153
"775","TULARE COUNTY SHERIFF DEPT",-119.3152702,36.3286293
"776","TULARE POLICE DEPT",-119.3426784,36.2061257
"777","TULELAKE POLICE DEPT",-121.4756603,41.9560695
"778","TUOLUMNE COUNTY SHERIFF DEPT",-122.23882,38.1027096
"779","TURLOCK POLICE DEPT",-120.8461327,37.5010816
"780","UKIAH POLICE DEPT",-123.2102992,39.1468643
"781","UNIV OF CA BERKELEY POLICE",-122.2586961,37.8695604
"782","UPLAND POLICE DEPT",-117.6777223,34.1109106
"783","US DEPT OF VA WEST LOS ANGELES",-118.448742,34.05659
"784","US DHS CBP CHULA VISTA",-117.0841955,32.6400541
"785","US DHS CBP FORCE OPTIONS TRNG",NA,NA
"786","US DHS CBP LONG BEACH",-118.1937395,33.7700504
"787","US DHS ICE  SANTA ANA",-117.8678338,33.7455731
"788","US DHS ICE EL CENTRO",NA,NA
"789","US DHS ICE ERO SPEC RESPONSE TEAM",NA,NA
"790","US DHS ICE LONG BEACH",-118.1937395,33.7700504
"791","US DHS ICE SAN DIEGO",-117.1610838,32.715738
"792","US DOI BUR OF LAND MGMT UKIAH",-123.2077831,39.1501709
"793","US DOI NPS CLEVELAND NATL FOREST",NA,NA
"794","US DOI NPS GOLDEN GATE NATL REC",NA,NA
"795","US DOI NPS YOSEMITE",NA,NA
"796","US DOJ ATF SPECIAL RESPONSE TEAM 4",NA,NA
"797","US DOJ DEA CAMARILLO",-119.0376023,34.2163937
"798","US DOJ DEA SACRAMENTO",-121.4943996,38.5815719
"799","US FBI SACRAMENTO",-121.4943996,38.5815719
"800","US SECRET SERVICE SAN JOSE",-121.8863286,37.3382082
"801","USDA FOREST SERVICE LEI MENDOCINO",-123.7994591,39.3076744
"802","VACAVILLE POLICE DEPT",-121.995268,38.350441
"803","VALLEJO POLICE DEPARTMENT",-122.2435864,38.1000337
"804","VENTURA COUNTY SHERIFF DEPT",-119.2173952,34.2578606
"805","VENTURA POLICE  DEPT",-119.2234114,34.2600351
"806","WEED POLICE DEPT",-122.384577,41.4273
"807","WEST COVINA POLICE DEPT",-117.9387408,34.0714019
"808","WEST SACRAMENTO POLICE DEPT",-121.5275653,38.5863272
"809","WESTMINSTER POLICE DEPT",-117.9860178,33.7579022
"810","WHEATLAND POLICE DEPT",-121.4252114,39.0116312
"811","WHITTIER POLICE DEPT",-118.0345681,33.9750049
"812","WILLOWS POLICE DEPT",-122.199719,39.5218548
"813","WOODLAKE POLICE DEPT",-119.0985921,36.4183235
"814","WOODLAND POLICE DEPT",-121.7678331,38.6750987
"815","YOLO COUNTY  DA",-121.7323534,38.5375539
"816","YREKA POLICE DEPT",-122.6386854,41.7325279
"817","YUBA CITY POLICE DEPT",31.6029239,4.837411
"818","YUBA COUNTY SHERIFF DEPT",-121.3998995,39.2547027
"819","AGUILAR MARSHAL'S OFFICE",-4.6566596,37.5138455
"820","ALAMOSA COUNTY SHERIFF DEPT",-105.876004,37.654039
"821","ALAMOSA POLICE DEPT",-105.8632324,37.469561
"822","ARCHULETA COUNTY SHERIFF DEPT",NA,NA
"823","ARVADA POLICE DEPT",-105.087651,39.8032817
"824","AURARIA POLICE DEPT",NA,NA
"825","AURORA POLICE DEPT",-88.2872403,41.7831907
"826","AVON POLICE DEPT",-86.4086353,39.7630885
"827","BACA COUNTY SHERIFF'S OFFICE",NA,NA
"828","BAYFIELD MARSHALS OFFICE",-107.5991621,37.2255758
"829","BENT COUNTY SHERIFF",-103.2791182,38.0717929
"830","BLANCA POLICE DEPT",-105.5121079,37.4351452
"831","BOULDER COUNTY SHERIFF DEPT",-105.2236243,40.0227272
"832","BOULDER POLICE DEPT",-105.250746,40.0174639
"833","BRUSH POLICE DEPT",-103.6262687,40.2550125
"834","BURLINGTON POLICE DEPT",-73.220573,44.482276
"835","CANON CITY POLICE DEPARTMENT",-105.1841675,38.4453921
"836","CEDAREDGE POLICE DEPT",-107.9251834,38.9015595
"837","CHAFFEE COUNTY SHERIFF DEPT",NA,NA
"838","CHEYENNE COUNTY SHERIFF DEPT",-104.8179703,41.136588
"839","CLEAR CREEK COUNTY SHERIFF'S OFFICE",-105.6412527,39.6904464
"840","CO BUREAU OF INVESTIGATION",-108.534565,39.123162
"841","CO DEPT OF CORRECTIONS-PUEBLO",-104.6174869,38.2573486
"842","CO SCHOOL OF MINES PUBLIC SAFETY",-105.2197322,39.7481266
"843","CO STATE PATROL DENVER",-105.1093094,39.7290393
"844","COLLBRAN MARSHALS DEPT",-107.9611808,39.2405343
"845","COLORADO SPRINGS POLICE DEPT",-104.8214068,38.8240279
"846","COMMERCE CITY POLICE DEPT",-104.8967274,39.806373
"847","CORTEZ POLICE DEPT",-108.573854,37.35541
"848","COSTILLA COUNTY SHERIFF DEPT",NA,NA
"849","CRAIG POLICE DEPT.",-107.5588992,40.5069104
"850","CRESTED BUTTE MARSHAL'S DEPT",-106.9878231,38.8697146
